text,sentiValue,label
try talk um gone doesnt bother anymore,-0.0644444444444444,0
try get angry um,-0.0983796296296296,0
get outta hand um,0.0319940476190476,1
laughter something get mad tend go take nap,-0.0280257936507936,0
um laughter im situation go take nap um usually walk away situation try clear mind,0.02186870616015,1
couple day ago actually mother um,0.0333333333333333,1
actually thought taken shirt,0.067135989010989,1
um screaming yelling um,0.0,0
tired um late um,-0.0491071428571428,0
started yell back know hurt would accuse something petty um,-0.1310714285714285,0
uh going back past know younger know didnt care know people thing would kinda take whatever wanted im im far person,-0.0008026695526695,0
um hurt got mad started yell argue,-0.083110119047619,0
mm kinda petty stupid,-0.1388888888888889,0
god go ive many um,0.0145833333333333,1
um felt pretty great didnt know,0.0711410984848485,1
uh well um ended getting like last test score getting get ended getting like ninety eight percent,0.0370473808598808,1
actually didnt confidence laughter done well class school didnt even know getting grade getting um really big accomplishment um,0.0953468614718614,1
uh yeah great great memory yeah,0.1520833333333333,1
im always help people,0.0020833333333333,0
tend always try right thing,0.0713789682539682,1
sometimes actually forget good quality,0.1826190476190476,1
around try know good best person people,0.2233946608946609,1
sometimes reading put good mood,0.1276695526695526,1
oh well big broad there lot lot um,0.0989228021978022,1
um job opportunity state,0.1346153846153846,1
um pretty much big there lot,-0.0250686813186813,0
traffic um maybe violence rate bad news even though know wanna know whats going environment still watch know look see whats going daily basis,-0.0385476791726791,0
sociology um two year degree liberal art major sociology,0.0723958333333333,1
im actually m_t_a bus operator,0.03125,1
well since metro steady growing um dream job move company im actually start class supervisory next week um cause look promote within company thats good thing there lot opportunity metro take class theyll pay tuition thing nature,0.0583104307551423,1
well actually hard right easy take advantage right cause look promote within know since im already working thats good thing good go ahead take class need youre interested go ahead move ladder soon possible,0.1056581773817351,1
read take long walk hot bath meditate close eye sometimes,0.0589726631393298,1
im pretty much good see bus operator run circumstance situation gotta remain calm still remain professional time,0.0380613627564847,1
well look like go mean come experience know um something continuous basis usually somewhere line become good know look like ive driving year dealing public handle circumstance know treat people like wanna treated,0.0527078871128871,1
maybe younger know get older get wiser learn different thing im still learning today,0.0103133608815426,1
would say family know kid know even though know lot death around thats go thats part life experience know born gotta leave one day,0.0103056087431087,1
kid keep know sane know love family,0.024715909090909,1
um setting good example know youre first teacher know wanna set positive good example kid think thats good thing start home,0.1134045083003416,1
first teacher kid youre youre one see daily basis wake whatevers taught home lookin learning every day know whether home school know people kid tendency thing see know mean try keep positive teach em good moral value get along people regardless race know different thing nature,0.0563839149066421,1
um four half year old son seven year old daughter also twenty three year old,0.028125,1
well daughter pregnant boy three um little girl three grandkids um one way boy time,0.0338104967948717,1
well right im single parent make hard alone know,0.0396364044119146,1
expensive time know depends person situation know whether help job know thing nature help situation better hard know try know keep job keep food house know maintain support kid best way,0.0569808037641371,1
whats memorable im one family degree kinda like yeah kinda even though im baby ten kid know,0.0420454545454545,1
ive always kept back mind even though everybody well pretty much whole family decent job im one degree kinda like gave pat back like know,0.0820533192297898,1
know thats thing remember graduating know family support,0.0456912878787878,1
happy accomplished something know even though may much better high school diploma um working bachelor degree ended bad car accident never went back got distracted know working time like moreso needed income um schooling time young parent know cause daughter seventeen like needed money support never went back feel like never late,-0.0060329904806648,0
feel like ill take class im metro help move ladder thats im starting class next week,0.0081535218253968,0
well advice wouldve gave,0.1354580419580419,1
probably wouldnt young mother young age,0.0,0
stayed school know let accident distract wouldve remained school probably wouldnt kid early know um,0.0331439393939393,1
rather probably wouldve stayed school probably part time job something feel like um,-0.0096153846153846,0
education excellent thing person knowledge learning different thing keeping mind open learning new idea every day,0.095299938157081,1
think thats plus know anybodys shoe better self know education maybe um maybe promote within company whatever case may help better career,0.128814935064935,1
im quite sure um,0.0146111111111111,1
learn mistake know time dont continue make one feel like okay make mistake long something change know um like even though im going school late still im going know wanna better career wise,0.0195796644776236,1
life shes living right thing shes going,0.0733333333333333,1
um told needed make change better situation,0.1065617913832199,1
uh got argument know kid sometimes dont wanna hear know,0.0344595508658008,1
hear stuff youre saying even though true,0.0500879329004329,1
know well dont wanna hear know may going something dont wanna hear got argument,0.1342383241758241,1
close situation daughter need make change better life,0.0638802721088435,1
shes kinda like stubborn way know raised listen mom know mom gonna tell nothing wrong ive telling year know different thing kinda like talking wall opposite,0.0440323372615039,1
shes regretting know cause shes like mom told know mom im opposite guess gotta bump head couple time get kinda like done told done left alone make change,0.0781908716283716,1
frustrating like im talking wall shes hearing im like seem like taking forever change left individual whenever theyre ready know mean person get tired something theyll make change may want happen,0.0102500343571772,1
since two little one um kinda like trained go bed eight clock know gotta go school think important good night rest kinda like,0.1049304861804861,1
clear throat kinda like get ready next day know gonna feel rested type person youll day know cause everybody day whether theyre good bad thats part life feel like good night good good night rest hopefully youll good day know,0.1301656839892134,1
pretty much know need rest im driving bus dealing people know job stressful feel like im rested itll help,-0.0281208374958374,0
like irritated tired um lazy,0.0104166666666666,1
feel like wanna lay probably go sleep laughter get rest need laughter,-0.0265993265993266,0
cause like said know everybody moment never thought,-0.0183469308469308,0
dont really best friend person deal used work um would probably tell im um outgoing go getter,0.0995400432900432,1
im um people person,0.0,0
get along others know im kinda like,0.0563446969696969,1
leave good good mark,0.2956845238095238,1
whether know know like,0.3636363636363636,1
youd probably say oh seems like nice young lady whatever know something like,0.1221861471861471,1
try stay happy id rather happy sad kid keep going know mean,0.0374426078971533,1
especially go pick school hey mom know kinda make day,0.1550987278028094,1
run know happy excited know mean,0.1174242424242424,1
youre welcome good day,0.3876984126984127,1
ive coming year officially moved couple year ago,0.0088665674603174,0
good day bad day guess ive gotten used im gonna dont know make sense,0.1048044217687074,1
accessibility different thing um,0.0722222222222222,1
know opportunity different thing explore different thing,0.1116666666666666,1
uh lack lack uh,0.0,0
uh work ethic lack uh,0.0089285714285714,0
kindness people um cutthroat,0.0694444444444444,1
want tell trip laughter,-0.0301339285714285,0
uh went mother family friend went eight day cruise nile,0.0214285714285714,1
saw uh pyramid giza,0.0,0
um incredible adventure get away everything everybody uh close friend great time,0.1153950216450216,1
um uh uh history um,0.0,0
real functional family dysfunctional definitely keyword family,0.0752314814814814,1
really im talked lot um,0.1011904761904762,1
really hard say havent good uh,0.2029897186147186,1
uh positive role model um,0.0875420875420875,1
well maybe best mother,0.2564230769230769,1
uh shes shes also negative uh aspect life um,-0.1746031746031745,0
yeah guess cant really identify anybody who real real positive influence life,0.0543129709796376,1
work used yoga used um,0.0461309523809523,1
used exercise used um,0.0555555555555555,1
used lot thing lately um find uh hard relax dont uh,-0.0314360119047619,0
s dont pursue much anymore guess im,0.0875,1
ive lost motivation something im depressed know guess right,-0.0481628787878787,0
temper far getting point uh,-0.0350160256410256,0
uh physicality dont ever um,-0.125,0
uh stand ground um,-0.03125,0
control temper never lose control really,-0.0667613636363636,0
um sigh last time,0.0092592592592592,0
last month maybe argued um,-0.0243055555555555,0
laughter uh dont know come back question,0.0014069264069264,0
well officially october last year ive think ive depressed longer officially october last year,-0.0075803418803418,0
actually uh treated medical issue,0.034090909090909,1
well ive never suicidal often thought um,0.0921602564102564,1
dont much reason live used think purpose,0.0918040293040293,1
um dont really anybody life um,0.1964285714285714,1
think care enough uh,0.0416666666666666,1
really rea even dead uh,0.0220588235294117,1
um ive kind lost,-0.1136363636363636,0
um used used enough,0.0972222222222222,1
know purpuse life um,0.060064935064935,1
ive lost quite bit,-0.0833333333333333,0
well im trying pull together im trying um,0.0853672197083961,1
sigh get back sense,0.0534722222222222,1
get inspired every awhile um overall dont seem making much progress,0.0348335762876579,1
wouldnt really call therapy dont therapist per se,0.09375,1
nurse practitioner prescribes medication,0.0625,1
nobody really talk psychosocial issue,0.096590909090909,1
um overwhelmed preoccupied um,-0.015625,0
uh trying stay alive stay top thing,0.0577050264550264,1
yeah get chance fall asleep dont problem,-0.0520833333333333,0
uh lackluster guess word,-0.0416666666666666,0
uh best friend um sigh,0.2333333333333333,1
dont know um sigh,0.0511363636363636,1
maybe lot positive adjective know uh,0.0448051948051948,1
people say proud cause im surviving hard time people think uh,0.0585810023310023,1
dont know sigh maybe um,0.0511363636363636,1
um well used proud career um,0.2303814102564102,1
kinda giving back people giving back society um cause given,-0.0009943181818181,0
lot felt like um sigh,-0.0186011904761904,0
dont much sense pride anymore quite honest ive um,0.1125,1
uh dont know sigh,0.0511363636363636,1
um really per se although current career involves lot uh,0.0642857142857142,1
uh aspect dont know im trying say um,0.0471380471380471,1
part p part center,0.0023148148148148,0
um well guess career still going im uh nursing um,0.0076384615384615,0
ive sick lately depression healthcare problem,-0.0383333333333333,0
uh uh found necessary apply disability social security income,-0.0579312865497075,0
im starting process cause im working,-0.021709656084656,0
sigh educating people um making difference mean used ive dream job,0.0051788984824699,0
ive dream job dont uh,0.0144230769230769,1
dont know future hold uh work um,0.0369769119769119,1
something suppose working people,0.0375,1
health uh helping way,0.1180555555555555,1
um lately depression time,-0.0083333333333333,0
used say never regretted anything cause would make best decision thing front um,0.0038532003710575,0
better cause choice seem made made um made world kind shitty,0.0595860544217686,1
lack better word shitty,0.1352,1
remember ive survived lot thing survive,0.0399305555555555,1
murphy law kicked as,-0.019345238095238,0
seems like ive tried make world better keep getting knocked um,0.0654754651102865,1
dont wanna give um every time try move forward get knocked back get get exhausting,0.0176724632690541,1
dont support system really nobody,0.1388888888888889,1
um well least used,0.1613418803418803,1
comtemplative um eh uh,0.0,0
um used lot confidence used,0.0613095238095238,1
pretty dynamic person used people would wou say used say centered person knew,0.0196969696969696,1
help people im shoe dont seem able help,0.08125,1
laughter cant think really anything right,0.1326373626373626,1
dont much anything fun anymore used however um go movie entertainment venue travel,0.0064583333333333,0
go dinner friend thing um,-0.0027777777777777,0
lately dont dont really pursuit,0.1875,1
good day happy day fun day day without something going wrong,0.098859126984127,1
uh watt california live west l_a,0.0178571428571428,1
love uh sunshine love palm tree love um youre thirty minute away everything great city,0.1221590909090909,1
yeah actually uh teach child safe uh traffic situation,0.04375,1
oh dream job filmmaker thats wanna wanna die job making movie,-0.0983361876219019,0
well uh high school lot drama theater production love everything film opportunity actually make film uh wasnt getting work actor got hooked love making film,0.0805513405767165,1
last time made film last october made short film,-0.0252897455278407,0
laughter three people connect together theyre completely unrelated get retreat realize problem bigger imagined originally,0.0133928571428571,1
know guess make really mad daughter act stupid school work uh doesnt pay attention get phone call home letter home emergency parent conference thats make mad,-0.0080553870732442,0
laughter yeah yeah suck shes one smartest kid school,-0.025,0
find negative go like youre fighting trying change know little person,-0.0556309624017957,0
know time hundred difficult deal um,-0.1875,0
okay parent never easy,0.0260416666666666,1
little person much life experience dont make mistake dont get hurt wanna give want accept right away dont,-0.0928379457843743,0
annoying sometimes know whats coming give info dont wanna take wanna find way watch get hurt,-0.0563374497526283,0
sad wanna come youre like ugh tried tell cant mad everybody learns way,-0.0649429563492063,0
yeah guess think uh watch go struggle hard watch,-0.0067307692307692,0
necessary motion life child learn way wanna learn cause get got however get,0.0431818181818181,1
parent youre happy got,0.1909722222222222,1
sigh love child bestow upon great,0.1840277777777777,1
yeah love lo know love especially daughter always want give hug,0.1643465909090909,1
always want talk always want around uh always tell im great job im like laughter know great job shes seven,0.0095806437152591,0
know unconditional love cant help feel like good person,0.0748560962846677,1
child tell youre good person,0.1610863095238095,1
oh laughter god theyre,-0.046875,0
ooh sigh theyre know like albert einstein said best technology exceeded humanity,0.1590909090909091,1
there much technology kid learning fast almost like theyre already little adult,-0.0053125,0
theyre missing step child miss going outside miss learning thing naturally rather going youtube,-0.0204545454545454,0
know wherever facebook getting fast dont know information,0.0344223484848484,1
fight info organic anymore child growing day organic sped pushed,0.0314814814814814,1
hard figure world thats whats wrong,-0.2415865384615384,0
laughter sharp inhale breathe sharp exhale breathe ill walk away situation,-0.0491883116883116,0
argued fiancee uh couple month ago,0.0,0
gosh forgot forgot dont remember,-0.125,0
yeah didnt last long cause shes like doesnt like argue stuff like take care stuff happens thats,-0.04673721340388,0
laughter well um well mean met um working,0.186233374033374,1
charter ch charter school,0.0,0
recreational center met uh talked hit uh didnt see entire year,0.0270909645909645,1
uh reconnected went date great ever since,0.0721354166666666,1
family pretty close brother life colorado sister life oklahoma dad life neighboring city um,0.0116071428571428,1
close distance certain choice family made year know far away,0.0189587198515769,1
um immediate family like know fiancee daughter like close great,0.0958333333333333,1
dont travel enough traveled couple time uh within last five year came back new zealand great experience,0.0324564324564324,1
enjoy meeting new people thats biggest thing traveling like seeing new thing like immersing different culture situation like,0.0532026009704581,1
away thats thats good,0.2781385281385282,1
well went new zealand uh long ago ha,0.0622742257742257,1
stayed week um learned celsius cause know fahrenheit fun uh learned play cricket,0.0196858288770053,1
uh learned get capsized kayak,0.0182291666666666,1
um learned lot lamb lamb good like lamb lot lamb oh seafood seaf seafood cant eat really great chocolate chocolate sigh good,0.1294642857142857,1
ice cream good uh people really really nice special time go great accepted love yeah cant wait go back,0.166447033358798,1
energetic uh personable uh intelligent,0.40625,1
easy get along work pretty hard,-0.0360119047619047,0
im slow getting upset thing,-0.1192708333333333,0
laughter uh guess get pretty moody know could little little snappy people dont sleep well,0.0147756701631701,1
lack sleep get sleep im okay,0.0,0
know would say im pretty funny um lax lot thing uh enjoy life much possibly,0.0674458874458874,1
um good friend around always ready eager help,0.1375992063492063,1
laughter waking morning laughter always great thing uh love ice cream thats always good,0.0851190476190476,1
love laughing ugh somebody laughing especially fiancee cause great laugh,0.1231770833333333,1
thats wanna definitely wanna get acting really work get really good role he positive influence stayed trouble,0.0622212201378868,1
um he maintained good working relationship people he always positive super helpful encouraging,0.1153679653679653,1
oh went junior high school high school together he best friend,0.0659391534391534,1
wow there many uh,-0.0416666666666666,0
uh bag m went play,-0.0058619281045751,0
two girl couple row know didnt particularly care know thats kid dont know know say dont like somebody know,0.0583628492719401,1
anyway got m dark start throwing m hitting em head m came school like three day later uh summoned mock trial,-0.0220156177444239,0
able get like entire group found u guilty crime,-0.0035244360902255,0
got trouble anyway teacher wouldnt allow u get trouble clean yard like two day,-0.0206018518518518,0
oh man name uh love scuba diving ive done twice love wanna get back like traveling,0.0679875679875679,1
uh love exercising actually like working uh used think chore im really really getting,0.1850704336815448,1
love watching movie put front good movie im happy camper,0.236297123015873,1
anything regret hmm deep breath know think laughter probably regret,-0.0212183649683649,0
yeah uh smith coming street saw got nervous jumped bush,-0.0071651785714285,0
didnt meet uh bos time thought really funny wasnt ready meet yet think regret meeting,0.0506118881118881,1
advice would give ten twenty year ago,0.0011363636363636,0
would probably say gut told something shouldve went ahead rather sit analyze know day week month later feel gut go go gut,0.0095489069753775,0
really happy film festival putting together thing intense thing going wrong thing going right people came packed house,0.0430555555555555,1
really happy packed house uh film festival month ago,0.15625,1
sigh let see think right point im proud putting short film together minimal budget amazing actor great storyline,0.0947611416361416,1
didnt think could done done close done im im proud able get done think could walk away happy knowing gave really good,0.1158133533133533,1
shot think movie probably going take rest film crew buddy higher height,0.0341676841676841,1
oh weather uh beach sunset beach,0.0,0
uh thought uh career possibility,-0.0280448717948717,0
educated group people sophisticated market,0.1083333333333333,1
adjustment uh come lot people misjudge little bit laid back appearing town actually um uh sensitive know,0.0219629329004329,1
uh success commericalization kind thing,0.0972222222222222,1
uh little bit harder think first make adjustment,-0.0094502648711832,0
pretty soon becomes obvious another market work hard like others,0.0071428571428571,0
oh uh power use uh know skill able affect people live people life dramatic way uh assistant field,0.0636897824397824,1
oh uh lot around anymore brother sister state particularly close right,0.0694727891156462,1
uh mm dishonesty unkindness,0.0208333333333333,1
anything im im uh,0.0,0
oh friend friend right,0.0760416666666666,1
fabulous job uh spending much money need save,-0.0037254412254412,0
uh uh work situation work connection,-0.0070436507936507,0
uh close close spend time uh go fun sometimes,0.065625,1
uh walk walk beach uh know uh shop beach area kind fun rodeo drive occasionally,0.0366784730421094,1
one daughter graduated u_c_l_a law school uh raised totally alone without help seemed like accomplishment worth two job work,0.0918098995022071,1
uh think difficult think difficult job take lot work people give credit wanna right know always second guessing behavior kind thing,-0.0566008917982602,0
uh uh id say peer pressure,-0.0060876623376623,0
totally alter al alter anything parent tried put child thats good,0.1924603174603174,1
really bad time u,-0.0357142857142857,0
um think depends neighborhood state youre uh,0.0673076923076923,1
think theyre little misguided think little uninspired unin uninspired right,-0.090046114599686,0
think theyre weighed concern war um thing like think probably use,0.0149790685504971,1
uh common goal common know team uh oppposed separated group family fam think,0.0108415565915565,1
know kind uninspired right,-0.0486505681818181,0
um worry sometimes know work issue pretty pretty easy,0.0101267779839208,1
um dont feel like im sleeping know occasionally worry something work,0.036525974025974,1
oh gosh couple week ago,-0.0249999999999999,0
oh uh know unfortunately worry know im fortunate isnt easier cooperation people uh solves everything know always wanna around,-0.031026170798898,0
um yeah fatigue uh lot uh know lot implication feeling like misjudging thing might judge differently well rested,0.0222523379398379,1
um probably yeah considered possibility employment lawsuit several year ago uh actually litigated settlement um something whistleblower thing implication im implication um kind harrassed found got couldnt find work right away field go different field go back u_c_l_a get new uh professional direction,0.0090973134481563,0
found fearful sometimes gonna happen know think would never happen know,-0.0523026315789473,0
um noticing noticing feeling uh paralegal class section employment law,0.022517660910518,1
complicated filing done great deal work study case faced class setting couldnt get done late paper realized traumatized go um know yeah post traumatic stress sometimes come later adrenaline dy,-0.0226183705183705,0
understand um think uh hitting later know face paper wow know adrenaline wow,-0.008303624480095,0
uh extreme uh know avoidance getting something done shouldve easy,0.1094599844599844,1
uh thinking thoroughly shouldve studying putting uh putting feeling going paper type paper even class assignment,0.0447033201840894,1
well um lately um know back sure happened ten year ago settled court seven year ago,0.0349934253780407,1
uh yeah effective know effective way view everything confidence kinda thing,0.0771070075757575,1
im sorry laughter repeat question,0.0,0
uh peaceful feel peaceful well yeah peaceful settled uh angry ever happened,0.0819631701631701,1
hard ill probably ever feel peaceful issue ever always,-0.0243783993783993,0
mention always make angry go yeah,-0.0266496598639455,0
dont think tried everything avoid laughter know uh,0.0349164724164724,1
uh think thats aggravating im patient person realistic um tried everything avoid uh confrontation matter required try know help cover damage life daughter life,-0.0048890243743184,0
uh maybe one time life cant communicate uh know could communicate could overcome people perception judgment,0.0178064123376623,1
effectively explain something uh help overcome perception,0.1304166666666666,1
others might normally judgment age anything like,0.0,0
well raising daughter extendedly know uh,0.1326857031857032,1
know um experience thinking thinking year success graduating law school,0.0892279017279017,1
like lot work good ending,0.1398809523809523,1
uh know happy glad fulfilled wish dream child fulfilled,0.1768127705627705,1
know able make success,0.2052556818181818,1
tend kind happy life cause alternative gonna harm harm know ability succeed,0.0616784730421094,1
try force happiness guess every situation life route find something uh lost weight recently made really happy,0.0861762900506523,1
travel little bit locally traveled younger really enjoyed busy last year,0.0414425505050505,1
new place um ability take worry every day work,0.0754406307977736,1
concern kind put away see something new,0.003577441077441,0
im going back uh colorado san riosco went vale uh spent night um spring arent many skiiers beautiful quiet,-0.018359375,0
lot restaurant deck open mountain beautiful,-0.044047619047619,0
um ardent im hard working loyal uh,-0.0844907407407407,0
um seeing something youre creating youre trying create uh becomes something hoped picture would know thats case,0.0343524531024531,1
know hard work uh fulfilled presented certain way know make happy,0.0907400635079206,1
daughter um ver pretty close baby shes bay area send picture time,0.0104166666666666,1
uh los angeles california,0.0,0
uh sigh like diversity,-0.03125,0
feel l_a country there much much explore,0.06,1
uh there nothing like,0.0,0
traffic laughter uh would say traffic real estate price kinda crazy compared rest country,-0.044796176046176,0
traveled um traveled bit,-0.0075757575757575,0
um would like travel though ive traveled ive country,0.1,1
wont say europe thats continent um ive uh london deep breath um born family nigeria ive nigeria,0.0094535094535094,0
ive uh else gone uh germany,0.00625,0
think thats think thats yeah think thats,0.1346153846153846,1
exploring uh exploring exp exploring new place um seeing new thing meeting new people different culture,0.0231705794205794,1
diversity also um going country may,-0.0125,0
developed u_s definitely definitely give greater appreciation know country,0.1553097943722944,1
okay well sigh uh let see london accident actually first heard going london really didnt care cause didnt know much thing remember mem remember,0.0951071896853147,1
watching mary poppins laughter um,0.1071428571428571,1
um went absolutely fell love um deep breath,0.1952876984126984,1
still sti hustle bustle l_a,-0.125,0
time go slow pace um didnt driving,-0.0058333333333333,0
um like underground subway station absolutely fell love,0.1793154761904762,1
exploring um different part city went know big ben westminster abbey,0.0905448717948717,1
uh actually went premiere um movie um,0.034375,1
seven seven pound movie smith,0.0011904761904761,0
friend like kinda like screaming like like groupie laughter know laughter laughter know antic um yeah lot fun lot fun,0.0294716646989374,1
uh business management option human resource management mean idea laughter,-0.0293981481481481,0
ive always wanted go business um,0.0479166666666666,1
ive always wanted study finance,-0.015625,0
didnt think would learn much finance,0.015625,1
college per se think ive learned real world whatnot,0.0560007122507122,1
option human resource im always fascinated know relationship people always like reading article stuff went,0.0092306998556998,0
laughter well still still kinda use ive learned work property management,-0.0573412698412698,0
still people anything people im fascinated,0.0208333333333333,1
would say life coach,0.0097402597402597,0
would uh yeah would say would dream job love helping people become success help,0.0284637237762237,1
love part someone el success even regardless small,0.03515625,1
um whether word encouragement helping somebody figure situation,-0.0218215811965811,0
like um help hel like helping people better life think uh,0.0931175039246467,1
know free id free like day,-0.0862121212121212,0
definitely outgoing im usually um,0.0416666666666666,1
life well weird cause im usually considered like life party im one who cracking joke making everybody laugh time,0.076994850718065,1
sigh relax usually listen music,0.0875,1
usually listen music relax,0.0875,1
relax listen really calm music,0.1375,1
wouldnt say bad temper known um,-0.1869926948051948,0
go quote quote laughter know throwing chair anything like,-0.0114267676767676,0
patience patien gone really really really really push button long time done,0.192809829059829,1
sigh last time argued someone wow havent argued somebody long time,-0.0030864197530864,0
would say think dad argued,0.0729895104895104,1
disagreeing thing gonna supposed go back nigeria,0.0483333333333333,1
kind like group discussion sibling,0.0,0
subjective wasnt open people suggestion suggestion concern,-0.0317460317460317,0
wouldnt say angry per se felt,-0.0765861742424242,0
kinda like losing control,-0.1022727272727272,0
like um im type like control emotion thought feel,0.1814685314685314,1
patience gone start going kinda like,0.1333333333333333,1
im witty quick say,0.1704545454545454,1
instantly say something know,-0.0246212121212121,0
necessarily hurtful um direct point make sure get point across,-0.0034880352782138,0
um three brother one one younger two older im close family mom one best friend,0.2530844155844156,1
uh father eh he moreso picture,-0.01875,0
deep breath hmm sigh,0.0277777777777777,1
dont dont really im guilty type laughter dont feel,0.05,1
guilty im one shy away ive done definitely im one shy away responsibility dont think ever feel,0.0275482093663911,1
yeah dont think feel usually dont feel guilty,0.0256410256410256,1
yeah im pretty good falling asleep except im excited im reading laughter im trying im im focused learning something like ill read read read,-0.0129980448618841,0
even past bed time,0.046875,1
thats kind struggle st little bit struggle im getting,-0.0764204545454545,0
ive feeling ive feeling fine know im generally happy disposition,0.0384199134199134,1
uh know deep depressing mood nothing like whenever feel feel like im going,-0.0301245629370629,0
dont allow go place,0.00625,0
well wouldnt say necessarily change id say moreso behavior learning,0.1013649475524475,1
let go past decision,-0.0260416666666666,0
maybe kinda played course life,0.0124999999999999,1
sometimes kinda look back say wouldve,-0.0127840909090909,0
mm mm isnt anything regret,0.0,0
sigh ten twenty year ago,0.0,0
would say dont afraid,-0.2443181818181818,0
boy thats good one,0.322172619047619,1
hmm hmm hmm hmm hmm,0.0,0
would say told told dad act like father,-0.0014772727272727,0
actually one time laughter another time went usually um,0.04375,1
basically decided go private um go away college,0.0668831168831168,1
um went decided stay local look little brother,0.0388392857142857,1
um sigh senior year overloading everything maybe like,0.0583333333333333,1
uh four a_p class,0.09375,1
working working three job time also track field,0.0129833129833129,1
needle say laughter kinda like burning,-0.0212121212121212,0
wasnt well a_p calculus decided go j_c first transfer also save money college,0.0379101398601398,1
told know teacher called saying falling asleep class um mind school id work eight hour shift cause retail manager time,0.0116506583694083,1
id come home shift homework mm calculus let alone,0.0026455026455026,0
um would get upset told spoke counselor already told dont need class go j_c isnt something continue im gonna cant drop,-0.0170138888888888,0
point time im gonna know,0.0901806526806526,1
didnt didnt like cause teacher laughter think maybe thats maybe came he teacher well um,0.0596961996336996,1
started blaming like job wanting call bos much told,-0.0632478632478632,0
know since youre father act like,0.0174242424242424,1
aggressive laughter way said,0.0054450757575757,0
oh actually remember regret one thing,0.0711805555555555,1
like burnt um spreading thin actually actually track graduate college,-0.0342261904761904,0
cause started taking college class high school starting sophomore year,0.0149107142857142,1
stuff stuff dad working kinda like stopped going school worked went back finish wish wouldve,0.0055659407932135,0
continued maybe thats one small thing,-0.1614583333333333,0
thats something small though,-0.25,0
um im compassionate understanding person,0.05,1
like learning new thing um im happy person people come advice im objective,0.0729617604617604,1
ill tell good bad ugly,-0.1558779761904762,0
yeah best quality yeah,0.4625,1
im fun like fun ill fun situation make light situation like im kinda type ty type person break tension room thats sort,-0.0260653547133138,0
sort uh tisk um,-0.03125,0
wish taller laughter um,-0.125,0
wont say touch emotion think,0.1590909090909091,1
understanding people people feel shoe,0.0985576923076923,1
think would one thing im type person,-0.0052083333333333,0
people say love care im like okay great thank appreciate dont realize much,0.1087662337662337,1
think thats realizing much care love,0.0625,1
thats one thing would like,0.1895833333333333,1
laughter best friend deep breath uh describes someone who funny,0.094047619047619,1
um ambitious hardworking um,0.0,0
mean laughter make joke say youre mean um,0.0355886672850958,1
sigh laughter like joke around time um,0.1145833333333333,1
right actually planning um uh,0.0791666666666666,1
friend mine friend um baby shower,0.03,1
im giving idea there another friend invited,0.0173863636363636,1
issue past someone dont talk hang used really close dont really talk person dont mind,0.0943231011412829,1
also talked havi celebrating birthday,0.0,0
also kinda like baby shower,0.0,0
another friend whose birthday baby shower really rea didnt anything im like well celebrating person birthday might well definitely,0.1626384615384615,1
know honor person birthday well since closer know person xxx birthday passed,0.0766930846930847,1
said know wh dont celebrate everybodys birthday,0.0056818181818181,0
laughter forget baby shower birthday,-0.04375,0
laughter thats thats said youre mean laughter laughing,-0.0477272727272727,0
uh sigh proud life deep breath,0.134672619047619,1
mentally emotionally strong person,0.065625,1
family gone lot challenge lotta time ive one make sure,0.0651785714285714,1
everything go okay everything make sure su everything everythi make sure everything go accordingly,0.0844101473922902,1
um id say anything making sure family,0.0101464646464646,1
oh twenty year ago,0.0,0
oh every three four year,0.0,0
mean first f first six month little difficult got used im feel feel comfortable,-0.0502403846153846,0
actually enjoy uh flying,0.1833333333333333,1
um eh know meeting different people,0.0524912587412587,1
try tr try try tr try achieve goal,0.0144675925925925,1
oh used run business used travel um,0.0347222222222222,1
meet people get order,0.0067708333333333,0
traveling involved uh going northeast,0.0075892857142857,0
know ohio pennsylvania uh place like,0.0511363636363636,1
uh meet top uh people,0.0,0
uh eh get uh get order business,0.0197916666666666,1
uh know enjoyed uh,0.2636363636363636,1
listening problem used take dinner,-0.0416666666666666,0
ill really enjoyed uh genuinely enjoyed uh talking talking,0.1839285714285714,1
um many open enough tell problem,-0.0630952380952381,0
main goal main main objective get order business,0.0463541666666666,1
mm know cook um,0.034090909090909,1
watch movie uh meet friend uh throw party,0.0124999999999999,1
uh id im engineer mechanical engineering,0.0,0
uh clear throat actually branched finance trade stock,0.070828331332533,1
friend mine um know making lot money stock um know um,0.0326735239550365,1
first used uh uh know interact uh well also trading stock,0.0848073299249769,1
realized uh making lot money uh formal course,0.0054563492063492,0
uh attended lot seminar know um lost lo,-0.0392857142857142,0
uh started making money,0.0093537414965986,0
uh thing said um know watch movie go visit people,0.0265557359307359,1
im good know uh,0.6190476190476191,1
even e even im irritated uh know im good controlling uh temper,-0.020572433518862,0
dad um know uh getting old uh mean he getting old um,0.0443722943722943,1
uh planning uh bringing dad um mean brother said gonna expensive,0.0856060606060606,1
know gonna expensive uh respect health bill,0.261525974025974,1
uh uh know arguing pool money get quite old mom know pool theyre old,0.1186581726354453,1
im close parent close uh um,0.0958333333333333,1
tend judgmental uh know think sometimes niece nephew brought brought different way,0.1106539294039294,1
know brother doesnt seem,0.0840909090909091,1
line um know uh disagreement,0.0313131313131313,1
mm know thats reason,0.0965909090909091,1
um repeat one time,0.0625,1
bout one two year ago,0.0,0
